airline_sentiment,sentiment_confidence,text,clean_text
negative,0.3763,@SouthwestAir when will airfare be available through December of this year? I have 2 major trips coming up and I'm anxious to book them!,airfare available december year ? major trip come up anxious book !
positive,1.0,@united thanks we'll be in touch!,thanks touch !
negative,0.6957,@united They couldn't get me first class on any of their flights so I just rebooked myself.,could_not_get first class flight so rebooked
negative,1.0,@united thanks finally made it.. Missed meetings but what can I do now?,thanks finally make missed meeting ?
neutral,0.6803,@USAirways how long is that flight? http://t.co/bCwckWtnlE,long flight ?
neutral,1.0,BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG,block bike rt fleet fleek
negative,1.0,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send.",guess follow order send dm try will_not_send
negative,1.0,@united the Premier desk was able to rebook me with our friends at @AmericanAir. Only problem is now I have to pay for a checked bag :/,premier desk able rebook friend problem pay check bag
negative,0.66,"@SouthwestAir Why do airlines change ticket prices in the middle of the day
#annoyed",airline change ticket price middle day annoy
positive,1.0,@USAirways Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her,shavon customer service desk charlotte fantastic ! so helpful smile evn sound like long day reward
negative,1.0,@AmericanAir you can tweet but not call! You're like a bad boyfriend!,tweet not_call ! like bad boyfriend !
neutral,0.6314,@SouthwestAir companion pass please!,companion pas please !
neutral,1.0,@AmericanAir flight BA1551 departing tomorrow (wednesday) - not Cancelled Flightled but how can anyone make it to the airport in this weather?,flight ba depart tomorrow wednesday not_cancelled flightled anyone make airport weather ?
positive,0.9236,@AmericanAir Thank you.....you do the same!!,thank ! !
negative,1.0,@AmericanAir I have filed multiple complaints. I prefer to continue warning the public instead of wasting more time with this inhumane corp.,file multiple complaint prefer continue warn public instead waste time inhumane corp
positive,1.0,@JetBlue thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.,thanks prompt response know put safety first unfortunately hit freeze rain sleet ride home
neutral,1.0,@JetBlue it's time for our #brandmance 2 go #UpWhereWeBelong https://t.co/KtAWbiUUro,time brandmance go upwherewebelong
negative,1.0,@SouthwestAir I am completely displeased with the service I received on yesterday flying from LGA to ATL.,completely displeased service receive yesterday fly lga atl
positive,1.0,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,airline sound outstanding twitter fee clearly extremely useful keep up great work smiling_face_with_smiling_eyes
negative,0.6469,@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,is_not_like try leave earlier fun do_not_want get stuck dc bad weather rdu
negative,1.0,@United also ran out of water and refused service #costumerservice #legit #jk,also run out water refuse service costumerservice legit jk
positive,0.6889,@USAirways I made it! Thanks for the help!,make ! thanks help !
negative,1.0,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,always fucken nightmare airline fail lazy alwayslate flight worstairlineever
negative,1.0,@AmericanAir you suck worst airline ever I will never be flying you again I have been stuck here for 13 hours no one is helping #fuckoff,suck worst airline ever never_be fly stuck hour no_one help fuckoff
positive,1.0,"@AmericanAir Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!",joanna wonderful new flight book very friendly helpful agent very stressful day ! thank !
negative,1.0,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR.",work lisa j ord work hard u still very disappointing ewr
negative,1.0,"@USAirways Why is my ""first available"" flight for me now Tuesday but a flight today  that is ""booked ""#flt 755 available to buy online?",first available flight tuesday flight today book flt available buy online ?
positive,0.6714,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp,superb choice swa rave fan even take stress out weather relate flightd glitch ! custexp
neutral,0.65,@SouthwestAir Thanks I just sent a DM with this info.,thanks send dm info
negative,1.0,"@JetBlue Sent an email more than 24 hours ago asking a few questions, still no response. Need answers before (hopefully) Flight Booking Problems flight...",sent email hour ago ask question still no_response need answer hopefully flight book problem flight
negative,1.0,@AmericanAir no gate agent after 30 minutes to let us off the plane???? WTW / grounds crew is here / hope you're ready to cover my delay,no_gate agent minute let u off plane ? ? ? ? wtw ground crew hope ready cover delay
negative,1.0,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????",please explain every flight dallas go out today except pm ? ? ? ? ?
negative,0.6459,"@SouthwestAir 2 1/2 hours Late Flight, but I made it to sf! Maybe you can help me get on an earlier flight on Sunday :)",hour late flight make sf ! maybe help get earlier flight sunday
negative,1.0,"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one",try call customer service since pm hour disconnect speak no_one
negative,1.0,@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.,attempt book ticket time keep get error message hope did_not_still charge
negative,1.0,@united I think DM would be better,think dm would better
negative,1.0,@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,ua wait ground try get gate move b crap
negative,1.0,"@JetBlue has screwed me over for the last time.  @SouthwestAir, glad to give you my business. #JetScrew #AwfulCustomerService",screw over last time glad give business jetscrew awfulcustomerservice
negative,1.0,@United blocked me from DM'ing them because they would rather I complain about them in a public forum,block dm ing would rather complain public forum
neutral,0.6922,@JetBlue BOS to DCA 1098 at 7:16 pm.,bos dca pm
negative,0.7071,@united seriously. This is just complete bs.,seriously complete b
positive,1.0,@SouthwestAir My boyfriend and I have LOVED @Imaginedragons since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,boyfriend love since amp would so awesome go vegas event way help ?
positive,1.0,@SouthwestAir thanks for your excellent response time and assistance! All set :),thanks excellent response time assistance ! set
positive,1.0,@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.,rhonda c atlanta airport redeem guy get u straighten out
negative,1.0,@united that's not an apology. Say it.,is_not_an apology say
neutral,0.6814,@united your flights are really cheap what's the catch,flight really cheap catch
neutral,1.0,@JetBlue what's the easiest way to get a ticket receipt? Can I get one at check in or can I get one online? Thanks!,easiest way get ticket receipt ? get one check get one online ? thanks !
negative,1.0,@united UA1740. 4.5 hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.,ua hr mechanical delay get voucher ? tweet book next trip not_on ua
negative,1.0,@USAirways 1-2! Rock hit the plane! In a delay now! Never an easy day with US Airways! Ya never fail to let me down!,! rock hit plane ! delay ! never_an easy day u airways ! ya never_fail let down !
negative,1.0,@AmericanAir please do something about boarding at DCA 35X. Many delays + buses to planes on tarmac despite empty gates. Disorganized mess.,please something board dca x many delay bus plane tarmac despite empty gate disorganize mess
neutral,1.0,@JetBlue whatever your lil #mint heart desires! http://t.co/WmX12F33ZC,whatever lil mint heart desire !
negative,1.0,@AmericanAir Stuck on the plane in Charlotte.  Going to miss my connection.  No words from staff. Maybe some damn pretzels?,stuck plane charlotte go miss connection no_words staff maybe damn pretzel ?
negative,1.0,@united screws up again...to be expected! NEVER AGAIN!,screw up expect ! never_again !
negative,1.0,"@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484",wife land dc hr ago luggage did_not_was tell would b delivered hotel pm pm no_luggage ua
negative,1.0,@AmericanAir No it isn't -  sheer incompetence was reigning at DFW today. I was there. On a plane on the GD runway. I doubt you were.,no_it is_not_sheer incompetence reign dfw today plane gd runway doubt
neutral,0.6588,@JetBlue probably not anymore.,probably not_anymore
negative,0.6674,"@USAirways ...2 hours on the plane, they at least got us on a direct flight a couple hours Late Flightr on United",hour plane least get u direct flight couple hour late flightr unite
negative,1.0,@united might possibly have the worst service on the planet.,might possibly worst service planet
negative,1.0,"@JetBlue why, when you book a flight now, does jetblue separate a 3yr old from the mother? Isn't that a bit stupid? check-in headaches!",book flight jetblue separate yr old mother ? is_not_that bit stupid ? check headache !
negative,1.0,"@AmericanAir ""bag has not yet been located"". Again, 5th time I've checked it. How can tracking my bag be this hard for your system?",bag has_not_yet locate th time check track bag hard system ?
negative,1.0,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",late flight huge step towards decline service agent not_all arrogant ever unitedairlines
neutral,0.6667,@VirginAmerica add DTW and I'm sold!,add dtw sell !
negative,1.0,"@USAirways I don't want a reservation change, just adding a service. Am going public with this to get help.",do_not_want reservation change add service go public get help
negative,1.0,@united My flight was Cancelled Flighted and I'm needing some help reFlight Booking Problems.,flight cancel flight need help reflight book problem
negative,1.0,"@USAirways still Effin waiting... Not weather delays, not engine trouble, but lack of crew?  Are you shitting me?",still effin wait not_weather delay not_engine trouble lack crew ? shit ?
negative,1.0,@united ORD Gate C25 and Flt 619-  remember when customers were valuable? Is it so hard to be nice to someone lugging a guitar &amp; carryons ?,ord gate c flt remember customer valuable ? so hard nice someone lug guitar amp carryons ?
negative,0.6931,@USAirways @AmericanAir you know...hockey sticks are expensive. Your baggage handlers shouldn't just be throwing them on the cart.,know hockey stick expensive baggage handler should_not_just throw cart
negative,0.6365,"@USAirways it is the same passenger, just her maiden name ended up as last name through online Flight Booking Problems.  Yes, understand non transferable",passenger maiden name end up last name online flight book problem yes understand non transferable
negative,0.6465,@united perhaps you could fix this? https://t.co/72RMpkOGwu and this https://t.co/901HLNgBtX #answerthis,perhaps could fix ? answerthis
negative,0.6801,@JetBlue please get service started at @triflight and offer good routes lile florida upstate ny vegas etc,please get service start offer good route lile florida upstate ny vega etc
positive,1.0,@JetBlue thanks. I chatted with a nice fella about it and he gave me the lowdown.,thanks chat nice fella give lowdown
negative,0.6731,@SouthwestAir bad weather and multiple Cancelled Flighted flights has us all scared!  Noted for next time.,bad weather multiple cancel flighted flight u scar ! note next time
positive,1.0,@USAirways  thank you! Glad to be heading home! Great people at your call center!,thank ! glad head home ! great people call center !
negative,0.6374,"@SouthwestAir are bicycles that the 62"", 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me.",bicycle lbs criterion free bike automatically way ? faq page is_not_very clear
positive,1.0,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,thanks gate check baggage full flight dfw lax give early boarding too sweet
negative,0.6537,@united thank you for the reply. I emailed your customer care department about my experience.,thank reply email customer care department experience
negative,1.0,@AmericanAir Flight 3487 delayed 1 hour because of pilots? I spend 5+ hours on the phone just to get an EP agent on the phone now this?,flight delay hour pilot ? spend hour phone get ep agent phone ?
negative,1.0,"@united what do you think missing meetings is worth?  A flight voucher?  I fly all the time, so what would make it right?",think miss meeting worth ? flight voucher ? fly time so would make right ?
negative,1.0,"@USAirways so i ask for ice and the attendant snaps ""i dont have ice on this cart"" not 5 min Late Flightr 2 cups of ice to the people 2 rows ahead.",so ask ice attendant snap do_not_have ice cart not_min late flightr cup ice people row ahead
neutral,1.0,"@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great.",help seat assignment ? people flight phx hnl seat split up anything great
negative,1.0,"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?",flight hour weather delay minute delay get bag tire passenger ?
negative,1.0,@USAirways offloading the plane?!?!?! This is ridiculous!!!!,offload plane ? ! ? ! ? ! ridiculous ! ! ! !
negative,1.0,"@AmericanAir got it, so it's just paying extra not to sit in the way back. Awesome. Never again.",get so pay extra not_to sit way back awesome never_again
positive,1.0,@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,hi ! want see new route plan year newark love fly guy hope so !
negative,1.0,"@JetBlue if you can't guarantee parents will sit with their children, don't sell tickets with that promise! #jetblue http://t.co/HDoXiM6NZ2",cannot_guarantee parent sit child do_not_sell ticket promise ! jetblue
neutral,1.0,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,flight number sfo cabo san lucas arrive yet ?
neutral,0.6579,@AmericanAir Oh they seem  to have reappeared now lol,oh seem reappear lol
negative,1.0,@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.,rude gate agent aa ord lga seem temper make check bag fit inside sizer
neutral,1.0,@JetBlue any way to get 2 ppl on standby list for flight 1970 FLL to BOS. Trying to find way home.,way get people standby list flight fll bos try find way home
negative,1.0,@SouthwestAir - you can do better than having someone on hold for over an hr http://t.co/FxNv618B1A,better someone hold over hr
positive,1.0,@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,big kudos staff today dallas love field lift everyone spirit today delay cancel flightlations
negative,0.6858,@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here,word accommodation passenger u arrive charlotte ? lot tire passenger
negative,1.0,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7,look delta flight land pilot claim could_not_fly jac
negative,1.0,@united I have and been denied! I called and got hung up on. Did speaks with manager on second call,deny ! call get hung up speaks manager second call
negative,0.642,@united Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.,usually issue express sfo positive note mainline p enjoyable
negative,1.0,"@USAirways the only way to assist, is to actually answer the phone.",way assist actually answer phone
negative,1.0,@united pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston,pedophile airline split yr old daughter row apart flight boston
negative,0.704,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country.",understand consistent consistent year know around country
neutral,1.0,"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?",since high likelihood snow time flight tomorrow chance rebook sunday ?
negative,1.0,"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed",so important wait hold get hang up computer ? disappointed
neutral,0.6725,@AmericanAir I'm sure they did. It's certainly chilly back East today! 😮,sure certainly chilly back east today ! face_with_open_mouth
negative,1.0,"@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer.",call chairman call emerald today call former customer
positive,0.6484,@SouthwestAir I would love to go to the Atlanta show ♥️,would love go atlanta show heart_suit
negative,1.0,@USAirways I need an actual person in customer relations for a refund. What # can I call? I will dispute this charge on my credit card.,need actual person customer relation refund call ? dispute charge credit card
neutral,1.0,@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline,click lounge tab need fly support airline
negative,1.0,@SouthwestAir flight to San Diego is delayed per usual.. take me home!,flight san diego delay per usual take home !
neutral,1.0,@united I want a hotel room and a whiskey.,want hotel room whiskey
negative,1.0,"@JetBlue not cool to announce a flight ""delay"" when everyone is checking in. A 4 hour delay bdl-dca with a staff offering  no help.",not_cool announce flight delay everyone check hour delay bdl dca staff offering no_help
negative,0.6517,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.",look help usairways award travel book wife two boy no_seats assign
positive,0.6806,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",getaway deal may one way lots cool city cheapflights farecompare
negative,1.0,@USAirways I've been on hold for one hour and four minutes for your reservations line. How can you possibly do business this way?,hold one hour four minute reservation line possibly business way ?
negative,1.0,@AmericanAir I have never seen such incompetency from a gate agent in years of business travel DFW B16 gate agent needs training or new job,never_seen incompetency gate agent year business travel dfw b gate agent need train new job
neutral,1.0,@SouthwestAir how many are left?!,many leave ? !
neutral,1.0,@JetBlue I would fly somewhere hotter then here. Puerto Rico here I come. Lol,would fly somewhere hotter puerto rico come lol
negative,0.6706,@united I think you should board from the back of the plane #whatstheholdup #CHItoCLE,think board back plane whatstheholdup chitocle
positive,1.0,@AmericanAir exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!,exceptional customer service aa misplace item wait checkin follow smooth flight thank !
negative,1.0,@JetBlue I don't want to seem crazy! Have already asked twice!,do_not_want seem crazy ! already ask twice !
neutral,1.0,@JetBlue 6am Austin to JFK,austin jfk
negative,1.0,@USAirways on hold for 2 hours. You know what just keep my money,hold hour know keep money
neutral,0.6825,"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?",thanks ! k mile rtb europe multiple destination so could stop over u way way back mileage different ?
negative,1.0,@AmericanAir an overzealous stewardess prevented us from bringing in a car seat! #worstflight!,overzealous stewardess prevent u bring car seat ! worstflight !
negative,1.0,@united fuck you for not caring 😢,fuck not_caring crying_face
negative,1.0,@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?,response ? flight out montrose cancelled flightled not ?
negative,1.0,@SouthwestAir I was on hold for two hours and finally hung up. I was able to do what I needed to without customer service eventually.,hold two hour finally hang up able need without customer service eventually
negative,1.0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,cannot_check add bag website is_not_working try desktop mobile
negative,1.0,@united Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me,pay coach plus tell preboarding overhead bin full
negative,1.0,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!,please hold flight u phoenix ! weary traveler stick another flight tarmac issue !
neutral,1.0,"@AmericanAir the dinner and called me ""hon"". Not the service I would expect from 1st class.  #disappointed",dinner call hon not_the service would expect st class disappoint
negative,1.0,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,change another airline get dc today able land dc not_you ? cost ugh
negative,1.0,@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it,manchester bwi delay one idiot is_not_on plane ? ! wait hour window may miss
neutral,1.0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,julie andrew first lady gaga wow last night carrie ? meh
negative,1.0,@AmericanAir this has happens so many times. It's just upsetting to see how poorly an airline treats their customers,happens so many time upset see poorly airline treat customer
negative,0.6771,@JetBlue @MrJustyn I heard companies were studying popular lingo for advertising but this is just depressing and embarrassing.,heard company study popular lingo advertising depress embarrass
positive,0.6537,@AmericanAir thanks. Delivery status??,thanks delivery status ? ?
positive,1.0,@SouthwestAir awesome. thank you!,awesome thank !
neutral,1.0,@USAirways please follow me so I can DM you about something,please follow so dm something
neutral,0.3542,@VirginAmerica YES FYI  MY BFF,yes fyi bff
negative,0.6229,@USAirways I spent more on the room &amp; transportation then I did the whole flight,spent room amp transportation whole flight
negative,1.0,@AmericanAir that was the worst customer service experience ever. Too bad for you I'm a lawyer. Enjoy my wrath.,worst customer service experience ever too bad lawyer enjoy wrath
negative,1.0,@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!,try talk customer service add lap child cannot_get hold anybody need help ! ! ! ! !
negative,1.0,@united Flight 512 had sime of the rudest flight attendants. I was run over by the drink card and had a flashlight dropped on me. #noapology,flight sime rudest flight attendant run over drink card flashlight drop noapology
negative,0.6955,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,best could might get refund within bill cycle month guy ask another chance do
positive,0.6563,@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!,able get moon flight ! get hotel puerto rico ! thank !
negative,1.0,@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home,literally hold hour tell hr sabotage chance get home
negative,1.0,@AmericanAir you delayed me for 15 hours in Chicago and still managed to lose my bag! Really not happy,delay hour chicago still manage lose bag ! really not_happy
negative,1.0,@USAirways why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,announce delay pvd know captain already delay flight come ? frustrate
negative,1.0,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,seat c cannot_even open laptop pay extra seat ! !
negative,1.0,"@USAirways Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting.",stuck philadelphia airport hour due maintenance dread flight back home disgusting
negative,1.0,@AmericanAir finally at final destination but not w/o extra significant travel expenses &amp; missed work. How can you resolve this experience?,finally final destination not_w extra significant travel expense amp miss work resolve experience ?
neutral,1.0,@SouthwestAir LACMA on Fairfax.,lacma fairfax
negative,0.6821,@united help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint.,help ? invest plane people less stock buyback executive pay maybe would_not_disappoint
positive,1.0,@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood,arrive late flight pilot get u dia time impressive outstanding greatservice allgood
negative,1.0,"@JetBlue and have empty ""help"" desks",empty help desk
positive,0.7065,"@SouthwestAir nvm, gate said they're holding connections. Thanks for quick response!",nevermind gate say hold connection thanks quick response !
negative,0.6571,@USAirways is the @comcast of airlines #2hrs35minOnHold,airline hr minonhold
neutral,0.6999,"@AmericanAir I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",need get albuquerque nm usa cebu philippine provide educational help kid help ?
negative,1.0,@SouthwestAir just want the money I paid for early bird refunded. Noone seemed to be able at three different. SW should have that worked out,want money pay early bird refund noone seem able three different sw work out
negative,1.0,"@AmericanAir I've been in line for over half hour trying to see a representative, now I might even miss the next flight too, unacceptable",line over half hour try see representative might even miss next flight too unacceptable
neutral,0.6596,“@JetBlue: Our fleet's on fleek. http://t.co/t2qBGAMfpc” this happened,fleet fleek happen
negative,1.0,@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!,cancel flighted flight tomorrow morning number nothing ! please ! want go home !
positive,0.6482,@VirginAmerica Thanks!,thanks !
negative,1.0,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good.",wait half hour check bag ewr amp priority disappoint usually guy good
neutral,0.732,@united I hope so too,hope so too
negative,1.0,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",would understand weather issue airline maintenance sleep airport floor lose entire day
negative,1.0,"@SouthwestAir thanks, but they told him he couldn’t a few hours ago, then my plane left  after I tried to do it. Stuck waiting for hours now",thanks tell could_not_a hour ago plane leave tried stuck waiting hour
negative,1.0,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,logan board gong show due lax carry enforcement bin full coat no_room bag need better system !
negative,1.0,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time.",may dislike delay pay agreement pay get destination certain time
neutral,1.0,“@JetBlue: Our fleet's on fleek. http://t.co/dxn58rxDkS”@jameskraw see.,fleet fleek see
negative,0.6403,@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA,happen reagan airport dca ? long line four people work checkin ! unhappy dca
positive,0.6842,@united just sent - thank you!,sent thank !
neutral,1.0,@JetBlue do you have mint service from NYC to San Diego?,mint service nyc san diego ?
negative,1.0,@AmericanAir my bags were checked through to Cancelled Flightled flight 362. When will they arrive in MKE? Not much help from grnd staff. Havoc in DFW,bag check cancelled flightled flight arrive mke ? not_much help grnd staff havoc dfw
negative,1.0,@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,number will_not_even let wait next customer rep very frustrating cannot_talk human
neutral,0.7008,@united You please do not burn my dreams !!!  #burningman tickets sales today.,please do_not_burn dream ! ! ! burningman ticket sale today
negative,1.0,@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.,yes file report treat rather rudely midway baggage claim wait day get luggage
negative,1.0,@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.,flight pay wifi cannot_load website functionally except live streaming unacceptable
neutral,0.6514,@JetBlue or she ;),
positive,1.0,@AmericanAir thanks so much!,thanks so much !
negative,1.0,@JetBlue serious attitude. I was in the fault for running a tad behind but before she even knew my name or my flight info she ASSURED Me,serious attitude fault run tad behind even know name flight info assure
negative,1.0,@USAirways unacceptable. You knew the pilot wouldn't be able to complete the trip. Wasted all of our time.,unacceptable know pilot would_not_be able complete trip waste time
neutral,0.6995,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,actually did_not_consider might make mistake did_not_complain beyond indicated reservation
positive,1.0,"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated.",stick united flight thanks though effort much appreciate
negative,0.6819,"@USAirways So we got her home, now we just need her bag. Is there a direct desk number for Savannah?",so get home need bag direct desk number savannah ?
negative,1.0,@SouthwestAir no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,no_human contact mths cust relation refund dept ever problem human talk ?
neutral,0.6696,@JetBlue any idea when the flight will actually take off?,idea flight actually take off ?
negative,1.0,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,cancel flightled flight ua aircrft maintenance delay hour refund option ?
negative,1.0,@SouthwestAir #fail  southwest changes my flight to a different time and city and blames it on me. They won't correct it. #furious,fail southwest change flight different time city blame will_not_correct furious
negative,1.0,@USAirways You suck in Philadelphia.  Let us off this plane! #phl,suck philadelphia let u off plane ! phl
negative,1.0,"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail",piss off thousand east coast customer delay longer flight fail
positive,1.0,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,thankful great service newark seat fix seated daughter ! fab land fort myers !
negative,1.0,"@SouthwestAir ""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin http://t.co/6Zj6L2ZTua",luggage flight ? no_y not_because flight n will_not_end up goin
neutral,0.6703,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",many thanks follow ourprincess freyasfund usa bandie look help smiling_face_with_heart eye growing_heart united_kingdom growing_heart united_states growing_heart ribbon globe_showing_asia australia ribbon
negative,1.0,@JetBlue Sure did go south after breakfast though! Delayed three hours. :( :( :(,sure go south breakfast though ! delay three hour
neutral,0.701,@USAirways doesn't take into account the $450 it cost 2 rent a car 2 drive home,does_not_take account cost rent car drive home
negative,1.0,@JetBlue why is my 910 flight listed on time when its 904AM and I'm not on the plane yet? http://t.co/iEG2ObcEpp,flight list time not_on plane yet ?
negative,1.0,@AmericanAir “Inconvenient” is such a convenient word.,inconvenient convenient word
negative,1.0,@USAirways your customer service is atrocious.,customer service atrocious
negative,1.0,thanks to @USAirways my trip is all screwed up. Ive had to move meetings and a dinner and im STILL not out of nyc yet,thanks trip screw up move meeting dinner still not_out nyc yet
positive,0.6742,"@JetBlue 162, SMF to JFK!",smf jfk !
negative,1.0,.@AmericanAir Advised GAs and pilot of my flight. Too bad no one took action.,advise gas pilot flight too bad no_one take action
neutral,0.6404,@JetBlue i hate the internet lol,hate internet lol
negative,1.0,"@united United Club team is A+ &amp; got me a seat Late Flightr. Still, not sure why a last min UAL Cancelled Flightlation costs me $ yet overbooked folks get $?",united club team amp get seat late flightr still not_sure last min ual cancel flightlation cost yet overbooked folk get ?
neutral,1.0,@SouthwestAir I'm on the 110 lol has anyone arrived yet??,lol anyone arrive yet ? ?
negative,0.6771,@SouthwestAir no one has answers...no one can help. There is always a different story to why my and my fiancee' can't be helped.,no_one answer no_one help always different story fiancee cannot_be help
negative,0.6535,Sir. RT @JetBlue: Our fleet's on fleek. http://t.co/F5IXyw8XyB,sir rt fleet fleek
